date,company,ticker,action_type,ratio,action_details
2024-08-13,Wavedancer Inc,WAVD,Consolidation,1 for 3,Wavedancer Inc. (WAVD) performed a name change and a 1 for 3 consolidation. Holders will now hold 1 share of Firefly Neuroscience Inc. (AIFF) for every 3 shares previously held.
2024-08-13,Tintina Mines,TTS,Consolidation,1 for 2,Tintina Mines (TTS) performed a 1 for 2 consolidation. Holders will now hold 1 share of Tintina Mines (TTS) for every 2 shares previously held.
2024-08-13,Trevena Inc,TRVN,Consolidation,1 for 25,Trevena Inc (TRVN) performed a 1 for 25 consolidation. Holders will now hold 1 share of Trevena Inc (TRVN) for every 25 shares previously held.
2024-08-13,Shuttle Pharmaceuticals Holdings Inc,SHPH,Consolidation,1 for 8,Shuttle Pharmaceuticals Holdings Inc. (SHPH) performed a 1 for 8 consolidation. Holders will now hold 1 share of Shuttle Pharmaceuticals Holdings Inc. (SHPH) for every 8 shares previously held.
2024-08-13,Monopar Therapeutics Inc,MNPR,Consolidation,1 for 5,Monopar Therapeutics Inc. (MNPR) performed a 1 for 5 consolidation. Holders will now hold 1 share of Monopar Therapeutics Inc. (MNPR) for every 5 shares previously held.
2024-08-13,Darelle Online Solutions Inc,DAR,Consolidation,1 for 30,Darelle Online Solutions Inc (DAR) performed a 1 for 30 consolidation. Holders will now hold 1 share of Darelle Online Solutions Inc (DAR) for every 30 shares previously held.
2024-08-13,TenX Keane Acquisition,TENK,Acquisition,,TenX Keane Acquisition (TENK) performed a reorganization. Holders will receive 1 share of Citius Oncology Inc. (CTOR) per share previously held.
2024-08-13,TenX Keane Acquisition - 1 Ord Shares & 1 Rights,TENKU,Acquisition,,TenX Keane Acquisition - 1 Ord Shares & 1 Rights (TENKU) performed a reorganization. Holders will receive 1.2 shares of Citius Oncology Inc. ( CTOR) per share previously held.
2024-08-13,BlackRock Future Climate and Sustainable Economy ETF,BECO,Liquidation,,BlackRock Future Climate and Sustainable Economy ETF (BECO) performed a liquidation. Holders will receive 20.722023 USD per unit.
2024-08-13,BlackRock Future Tech ETF,BTEK,Liquidation,,BlackRock Future Tech ETF (BTEK) performed a liquidation. Holders will receive 23.185901 USD per unit.
2024-08-13,iShares Trust - International Devppty ETF,WPS,Liquidation,,iShares Trust - International Devppty ETF (WPS) performed a liquidation. Holder will receive 27.040026 USD plus 1 escrow share per unit.
2024-08-13,iShares U.S. ETF Trust - Gold Strategy,IAUF,Liquidation,,iShares U.S. ETF Trust - Gold Strategy (IAUF) performed a liquidation. Holder will receive 63.129929 USD plus 1 escrow share per unit.
2024-08-13,iShare Trust - Currency Hedged MSCI Ger,HEWG,Liquidation,,iShare Trust - Currency Hedged MSCI Ger (HEWG) performed a liquidation. Holder will receive 33.162503 USD plus 1 escrow share per unit.
2024-08-13,Park Lawn Corp,PLC,Merger,,Park Lawn Corp (PLC) performed a merger. Holders will receive 26.50 CAD per share.
2024-08-12,60 Degrees Pharmaceuticals Inc,SXTP,Consolidation,1 for 12,60 Degrees Pharmaceuticals Inc. (SXTP) performed a 1 for 12 consolidation. Holders will now hold 1 share of 60 Degrees Pharmaceuticals Inc. (SXTP) for every 12 shares previously held.
2024-08-09,BlackRock Canada iShares Core S&P 500 Index ETF CAD Units,XUS,Stock Split,2 for 1,BlackRock Canada iShares Core S&P 500 Index ETF CAD Units (XUS) performed a 2 for 1 stock split. Holders will now hold 2 shares of BlackRock Canada iShares Core S&P 500 Index ETF (XUS) for every 1 share previously held.
2024-08-09,BlackRock Canada iShares Core S&P 500 Index ETF USD Units,XUS.U,Stock Split,2 for 1,BlackRock Canada iShares Core S&P 500 Index ETF USD Units (XUS.U) performed a 2 for 1 stock split. Holders will now hold 2 shares of BlackRock Canada iShares Core S&P 500 Index ETF USD Units (XUS.U) for every 1 share previously held.
2024-08-09,iShares S&P/TSX Capped Consumer Staples Index ETF - ETF,XST,Stock Split,2 for 1,iShares S&P/TSX Capped Consumer Staples Index ETF - ETF (XST) performed a 2 for 1 stock split. Holders will now hold 2 shares of iShares S&P/TSX Capped Consumer Staples Index ETF - ETF (XST) for every 1 share previously held.
2024-08-09,BlackRock Canada iShares NASDAQ 100 Index ETF CAD-Hedged,XQQ,Stock Split,3 for 1,BlackRock Canada iShares NASDAQ 100 Index ETF CAD-Hedged (XQQ) performed a 3 for 1 stock split. Holders will now hold 3 shares of BlackRock Canada iShares NASDAQ 100 Index ETF CAD-Hedged (XQQ) for every 1 share previously held.
2024-08-09,Innovate Corp,VATE,Consolidation,1 for 10,Innovate Corp (VATE) performed a 1 for 10 consolidation. Holders will now hold 1 share of BlackRock Canada iShares NASDAQ 100 Index ETF CAD-Hedged (XQQ) for every 3 shares previously held.
2024-08-09,Cingulate Inc,CING,Consolidation,1 for 12,Cingulate Inc (CING) performed a 1 for 12 consolidation. Holders will now hold 1 share of Cingulate Inc (CING) for every 12 shares previously held.
2024-08-09,Aeterna Zentaris Inc,AEZS,Other,1 for 1,Aeterna Zentaris Inc. (AEZS) performed a name and 1 for 1 CUSIP change to COSCIENS Biopharma Inc. (CSCI).
2024-08-09,Southern Copper Corporation,SCCO,Dividend,,"Southern Copper Corporation (SCCO) performed a stock dividend. Holders will receive 0.0054 shares per share held as of record date August 9, 2024."
2024-08-08,Microstrategy Inc,MSTR,Stock Split,10 for 1,Microstrategy Inc. (Class A) (MSTR) performed a 10 for 1 stock split. Holders will now hold 10 shares of Microstrategy Inc. (Class A) (MSTR) for every 1 share previously held.
2024-08-08,Sunshine Biopharma Inc,SBFM,Consolidation,1 for 20,Sunshine Biopharma Inc. (SBFM) performed a 1 for 20 consolidation. Holders will now hold 1 share of Sunshine Biopharma Inc. (SBFM) for every 20 shares previously held.
2024-08-07,Adventus Mining Corporation,ADZN,Merger,,Adventus Mining Corporation (ADZN) performed a merger. Holders will receive 0.1015 shares of Silvercorp Metals Inc (SVM) per ADZN share held.
2024-08-07,Gamelancer Media Corp,VRTS,Other,1 for 1,Gamelancer Media Corp (VRTS) performed a name and 1 for 1 CUSIP change to Vertiqal Studios Corp (VRTS).
2024-08-06,Nevada King Gold Corp,NKG,Other,,Nevada King Gold Corp. (NKG) performed a plan of arrangment. Holders will receive 1 new Nevada King common share and 0.03333333 of NV Goldlands common share per NKG share held.
2024-08-06,Cathedra Bitcoin Inc,CBIT,Other,,Cathedra Bitcoin Inc (CBIT) performed a mandatory exchange to Cathedra Bitcoin Inc Subordinate Voting Shares.
2024-08-06,Karora Resources Inc,KRR,Merger,,"Karora Resources Inc (KRR) performed a merger. Holders will receive 2.524 Westgold fully paid ordinary shares (WGX), $0.608 CAD in cash and 0.30 of a share of Culico Metals Inc. (Culico) per KRR share held."
2024-08-06,BioVie Inc,BIVI,Consolidation,1 for 10,BioVie Inc (BIVI) performed a 1 for 10 consolidation. Holders will now hold 1 share of BioVie Inc (BIVI) for every 10 shares previously held.
2024-08-06,Whole Earth Brands Inc,FREE,Merger,,Whole Earth Brands Inc (FREE) performed a merger. Holders will receive 4.875 USD per share held.
2024-08-06,Vizsla Royalties Corp,,Consolidation,1 for 10,Vizsla Royalties Corp performed a 1 for 10 consolidation. Holders will now hold 1 shares of Vizsla Royalties Corp per 10 shares previously held.
2024-08-05,Greenlane Holdings Inc,GNLN,Consolidation,1 for 11,Greenlane Holdings Inc (Class A) (GNLN) performed a 1 for 11 consolidation. Holders will now hold 1 share of Greenlane Holdings Inc (Class A) (GNLN) for every 11 shares previously held.
2024-08-05,Tristar Acquisition I Corp,TRIS,Merger,,Tristar Acquisition I Corp (Class A) (TRIS) performed a merger. Holders will receive 1 share of Helport A.I. Limited (HPAI) per share held.
2024-08-05,OS Therapies Inc,OSTX,Other,1 for 1,OS Therapies Inc. (OSTX) performed a 1 for 1 CUSIP change into OS Therapies Inc (OSTX).
2024-08-02,Siyata Mobile Inc,SYTA,Consolidation,1 for 18,Siyata Mobile Inc (SYTA) performed a 1 for 18 consolidation. Holders will now hold 1 share of Siyata Mobile Inc (SYTA) for every 18 shares previously held.
2024-08-02,Pathfinder Ventures Inc,RV,Consolidation,1 for 4,Pathfinder Ventures Inc (RV) performed a 1 for 4 consolidation. Holders will now hold 1 share of Pathfinder Ventures Inc (RV) for every 4 shares previously held.
2024-08-02,Netcapital Inc,NCPL,Consolidation,1 for 70,Netcapital Inc. (NCPL) performed a 1 for 70 consolidation. Holders will now hold 1 share of Netcapital Inc. (NCPL) for every 70 shares previously held.
2024-08-02,Steer Technologies Inc,ARGH,Other,1 for 1,Steer Technologies Inc. (ARGH) performed a name and 1 for 1 CUSIP change to Argo Corporation.
2024-08-02,Macatawa Bank Corporation,MCBC,Merger,,Macatawa Bank Corporation (MCBC) performed a merger. Holders will receive 0.137 shares of Wintrust Financial Corporation (WTFC) per MCBC share held.
2024-08-02,"Cerevel Therapeutics Holdings, Inc",CERE,Merger,,"Cerevel Therapeutics Holdings, Inc. (CERE) performed a merger. Holders will receive 45.00 USD per CERE share held."
2024-08-01,Canadian Imperial Bank Of Commerce - FXDFR PRF PERPETUAL CAD 25 - Ser 39 Cls A,,Liquidation,,Canadian Imperial Bank Of Commerce - FXDFR PRF PERPETUAL CAD 25 - Ser 39 Cls A (CM.PR.O) performed a liquidation. Holders will receive 25 CAD per unit.
2024-08-01,Canadian Imperial Bank Of Commerce - FXDFR PRF PERPETUAL CAD 25 - Cl A Ser 51 NVCC,,Liquidation,,Canadian Imperial Bank Of Commerce - FXDFR PRF PERPETUAL CAD 25 - Cl A Ser 51 NVCC (CM.PR.Y) performed a liquidation. Holders will receive 25 CAD per unit.
2024-08-01,Toronto Dominion Bank - FXDFR PRF PERPETUAL CAD 25 - Ser 3 Cls A,,Liquidation,,Toronto Dominion Bank - FXDFR PRF PERPETUAL CAD 25 - Ser 3 Cls A (TD.PF.B) performed a liquidation. Holders will receive 25 CAD per unit.
2024-08-01,Tidal Trust II - Defiance Nasdaq 100 Enhanced Options Income ETF,QQQY,Consolidation,1 for 3,Tidal Trust II - Defiance Nasdaq 100 Enhanced Options Income ETF (QQQY) performed a 1 for 3 consolidation. Holders will now hold 1 share of QQQY for every 3 shares previously held.
2024-08-01,Tidal Trust II - Defiance S&P 500 Enhanced Options Income ETF,JEPY,Consolidation,1 for 3,Tidal Trust II - Defiance S&P 500 Enhanced Options Income ETF (JEPY) performed a 1 for 3 consolidation. Holders will now hold 1 share of JEPY for every 3 shares previously held.
2024-08-01,Tidal Trust II - Defiance R2000 Enhanced Options Income ETF,IWMY,Consolidation,1 for 3,Tidal Trust II - Defiance R2000 Enhanced Options Income ETF (IWMY) performed a 1 for 3 consolidation. Holders will now hold 1 share of IWMY for every 3 shares previously held.
2024-08-01,Evoke Pharma Inc,EVOK,Consolidation,1 for 12,Evoke Pharma Inc (EVOK) performed a 1 for 12 consolidation. Holders will now hold 1 share of Evoke Pharma Inc (EVOK) for every 12 shares previously held.
2024-08-01,Ferguson Plc.,FERG,Merger,,Ferguson Plc. (FERG) performed a merger. Holders will receive 1 share of Ferguson Enterprises Inc. (FERG) per share held.
2024-08-01,Summit Midstream Partners LP,SMLP,Merger,,"Summit Midstream Partners LP (SMLP) performed a merger. Holders will receive 1 share of Summit Midstream Partners, LLC (SMLP) per share held."
2024-08-01,Howard Hughes Corp,HHH,Spinoff,,"Howard Hughes Corp (HHH) performed a spinoff distribution. Holders will receive 0.111111 share of Seaport Entertainment Group Inc. (SEG) per HHH share held as of record date August 1, 2024."
2024-08-01,U.S. Silica Holdings Inc,SLCA,Merger,,U.S. Silica Holdings Inc (SLCA) performed a merger. Holders will receive 15.50 USD per share held.
2024-08-01,Summit MidsSuperior Drilling Products Inc,SDPI,Merger,,Summit MidsSuperior Drilling Products Inc. (SDPI) performed a merger. Holders will receive 1 USD per share held.
2024-07-31,SRG Mining Inc,SRG,Other,1 for 1,SRG Mining Inc (SRG) performed a name and 1 for 1 CUSIP change to Falcon Energy Materials plc (FLCN).
2024-07-31,DriveWealth ETF Trust - Drivewealth Nyse 100 Index ETF,CETF,Liquidation,,DriveWealth ETF Trust - Drivewealth Nyse 100 Index ETF (CETF) performed a liquidation. Holders will receive 26.1658 USD per share.
2024-07-30,Sacks Parente Golf Inc,SPGC,Consolidation,1 for 10,Sacks Parente Golf Inc. (SPGC) performed a 1 for 10 consolidation. Holders will now hold 1 share of Sacks Parente Golf Inc. (SPGC) for every 10 shares previously held.
2024-07-30,Gitennes Exploration Inc,GIT,Consolidation,1 for 10,Gitennes Exploration Inc. (GIT) performed a 1 for 10 consolidation. Holders will now hold 1 share of Gitennes Exploration Inc. (GIT) for every 10 shares previously held.
2024-07-30,CyberCatch Holdings Inc,CYBE,Consolidation,1 for 10,CyberCatch Holdings Inc. (CYBE) performed a 1 for 10 consolidation. Holders will now hold 1 share of CyberCatch Holdings Inc. (CYBE) for every 10 shares previously held.
2024-07-30,Concord Medical Services,CCM,Consolidation,1 for 10,Concord Medical Services (CCM) performed a 1 for 10 consolidation. Holders will now hold 1 share of Concord Medical Services (CCM) for every 10 shares previously held.
2024-07-30,Rome Resources Limited,RMR,Merger,,Rome Resources Limited (RMR) performed a merger. Holders to receive 19.54 Pathfinder Minerals shares (under a temporary holding shares) per share held.
2024-07-30,"SilverBow Resources, Inc",SBOW,Merger,,"SilverBow Resources, Inc. (SBOW) performed a merger. Holders will receive 3.125 shares of Crescent Energy Company (CRGY) per share held."
2024-07-30,Project Energy Reimagined Acquisition Corp,PEGR,Merger,,Project Energy Reimagined Acquisition Corp (PEGR) performed a merger. Holders will receive 1 share of Heramba Electric plc (PITA) per share held..
2024-07-29,Ashford Inc,AINC,Merger,,Ashford Inc (AINC) performed a merger. Holders will receive 5.00 USD per share previously held.
2024-07-29,Meta Data Limited,AIU,Consolidation,1 for 5,Meta Data Limited (AIU) performed a 1 for 5 consolidation. Holders will now hold 1 share of Meta Data Limited (AIU) for every 5 shares previously held.
2024-07-29,Great Quest Fertilizer Ltd,GQ,Other,1 for 1,Great Quest Fertilizer Ltd. (GQ) performed a name and 1 for 1 CUSIP change to Great Quest Gold Ltd. (GQ).
2024-07-29,Tidal Trust II - Defiance Treasury Alternative Yield ETF,TRES,Liquidation,,Tidal Trust II - Defiance Treasury Alternative Yield ETF (TRES) performed a liquidation. Holders will receive 16.88593943 USD per unit.
2024-07-26,Finance of America Companies Inc,FOA,Consolidation,1 for 10,Finance of America Companies Inc (FOA) performed a 1 for 10 consolidation. Holders will now hold 1 share of Finance of America Companies Inc (FOA) for every 10 shares previously held.
2024-07-26,Argo Living Soils Corp,ARGO,Consolidation,1 for 2,Argo Living Soils Corp (ARGO) performed a 1 for 2 consolidation. Holders will now hold 1 share of Argo Living Soils Corp (ARGO) for every 2 shares previously held.
2024-07-26,Hibbett Inc,HIBB,Merger,,Hibbett Inc (HIBB) performed a merger. Holders will receive 87.50 USD per share previously held.
2024-07-26,Hollysys Automation Technologies Ltd,HOLI,Merger,,Hollysys Automation Technologies Ltd (HOLI) performed a merger. Holders will receive 26.50 USD per share previously held.
2024-07-26,Ambari Brands Inc,AMB,Other,1 for 1,Ambari Brands Inc. (AMB) performed a name and 1 for 1 CUSIP change to Trilogy AI Corp. (TRAI).
2024-07-26,Pure to Pure Beauty Inc,PPB,Other,1 for 1,Pure to Pure Beauty Inc (PPB) performed a name and 1 for 1 CUSIP change to P2P Group Limited (PPB).
2024-07-25,Senestech Inc,SNES,Consolidation,1 for 10,Senestech Inc. (SNES) performed a 1 for 10 consolidation. Holders will now hold 1 share of Senestech Inc. (SNES) for every 10 shares previously held.
2024-07-25,EzFill Holdings Inc,EZFL,Consolidation,1 for 2.5,EzFill Holdings Inc (EZFL) performed a 1 for 2.5 consolidation. Holders will now hold 1 share of EzFill Holdings Inc (EZFL) for every 2.5 shares previously held.
2024-07-25,Latam Airlines Group S.A.,LTMAY,Consolidation,1 for 2000,Latam Airlines Group S.A. (LTMAY) performed a 1 for 2000 consolidation. Holders will now hold 1 share of Latam Airlines Group S.A. (LTMAY) for every 2000 shares previously held.
2024-07-24,"Nuburu, Inc",BURU,Consolidation,1 for 40,"Nuburu, Inc. (BURU) performed a 1 for 40 consolidation. Holders will now hold 1 share of Nuburu, Inc. (BURUD) for every 40 shares previously held."
2024-07-24,"MyMD Pharmaceuticals, Inc",MYMD,Name Change,,"MyMD Pharmaceuticals, Inc. (MYMD) performed a name change. Holders will receive 1 new share of TNF Pharmaceuticals, Inc. (TNFA) per share previously held."
2024-07-23,Nauticus Robotics Inc,KITT,Consolidation,1 for 36,Nauticus Robotics Inc (KITT) performed a 1 for 36 consolidation. Holders will now hold 1 share of Nauticus Robotics Inc (KITT) for every 36 shares previously held.
2024-07-22,Equitrans Midstream Corporation,ETRN,Merger,,Equitrans Midstream Corporation (ETRN) performed a merger. Holders will receive 0.3504 shares of EQT Corp (EQT) per ETRN share held.
2024-07-22,Proton Capital Corp,PTN,Name Change,,Proton Capital Corp (PTN) performed a name change. Holders will receive 1 new share of Pharmacorp Rx Inc. (PCRX) per share previously held.
2024-07-22,Direxion Hydrogen ETF,HJEN,Liquidation,,Direxion Hydrogen ETF (HJEN) performed a liquidation. Holders will receive 10.88448 USD per unit
2024-07-22,Direxion Daily Global Clean Energy Bull 2X Shares,KLNE,Liquidation,,Direxion Daily Global Clean Energy Bull 2X Shares (KLNE) performed a liquidation. Holders will receive 6.31162 USD per unit.
2024-07-22,Direxion Moonshot Innovators ETF,MOON,Liquidation,,Direxion Moonshot Innovators ETF (MOON) performed a liquidation. Holders will receive 10.33444 USD per unit
2024-07-22,Tiidal Gaming Group Corp,TIDL,Name Change,,Tiidal Gaming Group Corp (TIDL) performed a name change. Holders will receive 1 new share of WBM CAPITAL CORP per share previously held.
2024-07-19,Benson Hill Inc,BHIL,Consolidation,1 for 35,Benson Hill Inc (BHIL) performed a 1 for 35 consolidation. Holders will now hold 1 share of Benson Hill Inc (BHIL) for every 35 shares previously held.
2024-07-19,Astra Space Inc,ASTR,Merger,,Astra Space Inc (Class A) (ASTR) performed a merger. Holders will receive 0.50 USD per share held.
2024-07-19,Plantable Health Inc,PLBLF,Consolidation,1 for 30,Plantable Health Inc (PLBLF) performed a name change and a 1 for 30 consolidation. Holders will now hold 1 share of ALTUS COPPER CORP for every 30 shares previously held.
2024-07-19,Curo Group Holdings Corp,CUROQ,Other,,Curo Group Holdings Corp (CUROQ) performed a mandatory exchange . Holders will receive 1 CVR per old share held.
2024-07-18,Northern Uranium Corp,UNO.H,Consolidation,1 for 25,Northern Uranium Corp (UNO.H) performed a 1 for 25 consolidation. Holders will now hold 1 share of Northern Uranium Corp (UNO.H) for every 25 shares previously held.
2024-07-18,Alaunos Therapeutics Inc,TCRT,Consolidation,1 for 10,Alaunos Therapeutics Inc (TCRT) performed a 1 for 10 consolidation. Holders will now hold 1 share of Alaunos Therapeutics Inc (TCRT) for every 10 shares previously held.
2024-07-18,Sonim Technologies Inc,SONM,Consolidation,1 for 10,Sonim Technologies Inc (SONM) performed a 1 for 10 consolidation. Holders will now hold 1 share of Sonim Technologies Inc (SONM) for every 10 shares previously held.
2024-07-18,Senti Biosciences Inc,SNTI,Consolidation,1 for 10,Senti Biosciences Inc. (SNTI) performed a 1 for 10 consolidation. Holders will now hold 1 share of Senti Biosciences Inc. (SNTI) for every 10 shares previously held.
2024-07-18,Mgo Global Inc,MGOL,Consolidation,1 for 10,Mgo Global Inc. (MGOL) performed a 1 for 10 consolidation. Holders will now hold 1 share of Mgo Global Inc. (MGOL) for every 10 shares previously held.
2024-07-18,Innovative Eyewear Inc,LUCY,Consolidation,1 for 20,Innovative Eyewear Inc. (LUCY) performed a 1 for 20 consolidation. Holders will now hold 1 share of Innovative Eyewear Inc. (LUCY) for every 20 shares previously held.
2024-07-18,Damara Gold Corp,DMR,Consolidation,,Damara Gold Corp (DMR) performed a name change and consolidation. Holders will now hold 1 share of Bronco Resources Corp. (BRON) for every 4 LUCY shares previously held.
2024-07-18,Sparx Technology Inc,SPRX.H,Consolidation,,Sparx Technology Inc. (SPRX.H) performed a name change and consolidation. Holders will now hold 1 share of Tablas Ventures Corp. (TAB.H) for every 13 SPRX.H shares previously held.
2024-07-18,Scorpius Holdings Inc,SCPXD,Consolidation,1 for 200,Scorpius Holdings Inc. (SCPXD) performed a 1 for 200 consolidation. Holders will now hold 1 share of Scorpius Holdings Inc. (SCPXD) for every 200 shares previously held.
2024-07-17,Golden Horse Minerals Limited,GHML,Consolidation,1 for 4,Golden Horse Minerals Limited (GHML) performed a 1 for 4 consolidation. Holders will now hold 1 share of Golden Horse Minerals Limited (GHML) for every 4 shares previously held.
2024-07-17,Argonaut Gold Inc,AR,Other,,Argonaut Gold Inc (AR) performed a plan of arrangement. Holders will receive 0.0185 shares of Alamos Gold Inc. (AGI) and 0.10 shares of Florida Canyon Gold Inc. (FCGV) per old share held.
2024-07-17,Reunion Gold Corp,RGD,Other,,Reunion Gold Corp (RGD) performed a plan of arrangement. Holders will receive 0.07125 share of G Mining Ventures Corp. and 0.05 of Greenheart Gold Inc. per old share held.
2024-07-17,G Mining Ventures Corp,GMIN,Other,,G Mining Ventures Corp. (GMIN) performed a plan of arrangement. Holders will receive 0.25 new G Mining Ventures Corp. (GMIN) per old share held.
2024-07-17,10X Capital Venture Acquisition Corp III,VCXB,Acquisition,,10X Capital Venture Acquisition Corp III (VCXB) performed a liquidation. Holders will receive 11.08164274 USD per share held.
2024-07-17,SEP Acquisition Corp,SEPA,Acquisition,,SEP Acquisition Corp (SEPA) performed a liquidation. Holders will receive 10.35474496 USD per share held.
2024-07-16,Alzamend Neuro Inc,ALZN,Consolidation,1 for 10,Alzamend Neuro Inc. (ALZN) performed a 1 for 10 consolidation. Holders will now hold 1 share of Alzamend Neuro Inc. (ALZN) for every 10 shares previously held.
2024-07-16,ETF Opportunities Trust - T-rex 2X Inverse Nvidia Daily Target ETF,NVDQ,Consolidation,1 for 3,ETF Opportunities Trust - T-rex 2X Inverse Nvidia Daily Target ETF (NVDQ) performed a 1 for 3 consolidation. Holders will now hold 1 share of NVDQ for every 3 shares previously held.
2024-07-16,ETF Opportunities Trust - T-rex 2X Long Nvidia Daily Target ETF,NVDX,Stock Split,10 for 1,ETF Opportunities Trust - T-rex 2X Long Nvidia Daily Target ETF (NVDX) performed a 10 for 1 stock split. Holders will now hold 10 shares of NVDX for every 1 share previously held.
2024-07-16,Cambridge Bancorp,CATC,Merger,,Cambridge Bancorp (CATC) performed a merger. Holders will receive 4.956 shares of Eastern Bankshares Inc. (EBC) per share held.
2024-07-15,Broadcom Inc,AVGO,Stock Split,10 for 1,Broadcom Inc (AVGO) performed a 10 for 1 stock split. Holders will now hold 10 shares of Broadcom Inc (AVGO) for every 1 share previously held.
2024-07-15,United States Lime & Minerals Inc,USLM,Stock Split,5 for 1,United States Lime & Minerals Inc. (USLM) performed a 5 for 1 stock split. Holders will now hold 10 shares of United States Lime & Minerals Inc. (USLM) for every 1 share previously held.
2024-07-15,SMX,SMX,Consolidation,1 for 75,SMX (Security Matters) PLC (SMX) performed a 1 for 75 consolidation. Holders will now hold 1 share of SMX (Security Matters) PLC (SMX) for every 75 shares previously held.
2024-07-15,Lomiko Metals Inc,LMR,Consolidation,1 for 10,Lomiko Metals Inc (LMR) performed a 1 for 10 consolidation. Holders will now hold 1 share of Lomiko Metals Inc (LMR) for every 10 shares previously held.
2024-07-15,Catheter Precision Inc,VTAK,Consolidation,1 for 10,Catheter Precision Inc. (VTAK) performed a 1 for 10 consolidation. Holders will now hold 1 share of Catheter Precision Inc. (VTAK) for every 10 shares previously held.
2024-07-15,Tokens.com Corp,XBOT,Other,,Tokens.com Corp. (XBOT) performed a name and CUSIP change to Realbotix Corp. (XBOT)
2024-07-15,Calidi Biotherapeutics Inc,CLDI,Consolidation,1 for 10,Calidi Biotherapeutics Inc. (CLDI) performed a 1 for 10 consolidation. Holders will now hold 1 share of Calidi Biotherapeutics Inc. (CLDI) for every 10 shares previously held.
2024-07-12,IM Cannabis Corp,IMCC,Consolidation,1 for 6,IM Cannabis Corp (IMCC) performed a 1 for 6 consolidation. Holders will now hold 1 share of IM Cannabis Corp (IMCC) for every 6 shares previously held.
2024-07-12,Highgold Mining Inc,HIGH,Merger,,Highgold Mining Inc. (HIGH) performed a merger. Holders will receive 0.019 shares of Contango ORE Inc. per share held.
2024-07-12,Orthogonal Global Group Inc,OGG,Name Change,,Orthogonal Global Group Inc. (OGG) performed a name change. Holders will receive 1 share of Cloud3 Ventures Inc. (CLDV) for every 1 OGG share previously held.
2024-07-12,New York Community Bancorp Inc,NYCB,Consolidation,1 for 3,New York Community Bancorp Inc. (NYCB) performed a 1 for 3 consolidation. Holders will now hold 1 share of New York Community Bancorp Inc. (NYCB) for every 3 shares previously held.
2024-07-11,Captor Capital Corp,CPTR,Consolidation,1 for 15,Captor Capital Corp (CPTR) performed a 1 for 15 consolidation. Holders will now hold 1 share of Captor Capital Corp (CPTR) for every 15 shares previously held.
2024-07-11,Clene Inc,CLNN,Consolidation,1 for 20,Clene Inc (CLNN) performed a 1 for 20 consolidation. Holders will now hold 1 share of Clene Inc (CLNN) for every 20 shares previously held.
2024-07-11,W.R. Berkley Corp,WRB,Stock Split,3 for 2,W.R. Berkley Corp. (WRB) performed a 3 for 2 stock split. Holders will now hold 4 shares of W.R. Berkley Corp. (WRB) for every 1 share previously held.
2024-07-11,Nova Lithium Corp,NVLI,Name Change,,Nova Lithium Corp (NVLI) performed a name change. Holders will receive 1 share of Nova Pacific Metals Corp. (NVPC) for every 1 NVLI share previously held.
2024-07-11,American Well Corporation,AMWL,Consolidation,1 for 20,American Well Corporation (Class A) (AMWL) performed a 1 for 20 consolidation. Holders will now hold 1 share of American Well Corporation (Class A) (AMWL) for every 20 shares previously held.
2024-07-11,CloudMD Software & Services Inc,DOC,Merger,,CloudMD Software & Services Inc (DOC) performed a merger. Holders will receive 0.04 CAD per share held.
2024-07-10,Hookipa Pharma Inc,HOOK,Consolidation,1 for 10,Hookipa Pharma Inc (HOOK) performed a 1 for 10 consolidation. Holders will now hold 1 share of Hookipa Pharma Inc (HOOK) for every 10 shares previously held.
2024-07-10,AnPac Bio-Medical Science Co Ltd,ANPC,Consolidation,1 for 10,AnPac Bio-Medical Science Co Ltd (ANPC) performed a 1 for 10 consolidation. Holders will now hold 1 share of AnPac Bio-Medical Science Co Ltd (ANPC) for every 10 shares previously held.
2024-07-10,AFC Gamma Inc,AFCG,Spinoff,,"AFC Gamma Inc (AFCG) performed a spinoff distribution. Holders will receive 0.3333 shares of Sunrise Realty Trust Inc. (SUNSV) per 1 AFC Gamma Inc (AFCG) shares held as of record date of July 10, 2024."
2024-07-10,Nvidia CDR,NVDA,Stock Split,4 for 1,Nvidia CDR (CAD Hedged) (NVDA) performed a 4 for 1 stock split. Holders will now hold 4 shares of Nvidia CDR (CAD Hedged) (NVDA) for every 1 share previously held.
2024-07-10,Catcha Investment Corp,CHAA,Merger,,Catcha Investment Corp (Class A) (CHAA) performed a merger. Holders will receive 1 shares of Crown LNG Holdings Limited (CGBS) per share held.
2024-07-10,Treasury Metals Inc,TML,Consolidation,1 for 4,Treasury Metals Inc (TML) performed a name change and 1 for 4 consolidation. Holders will receive 1 share of NeXGold Mining Corp (NEXG) for every 4 TML shares previously held.
2024-07-10,Overseas Shipholding Group Inc,OSG,Merger,,Overseas Shipholding Group Inc. (OSG) performed a merger. Holders will receive 8.50 USD per share held.
2024-07-09,Assure Holdings Corp,IONM,Consolidation,1 for 18,Assure Holdings Corp (IONM) performed a 1 for 18 consolidation. Holders will now hold 1 share of Assure Holdings Corp (IONM) for every 18 shares previously held.
2024-07-09,"Williams-Sonoma, Inc",WSM,Stock Split,2 for 1,"Williams-Sonoma, Inc. (WSM) performed a 2 for 1 stock split. Holders will now hold 2 shares of Williams-Sonoma, Inc. (WSM) for every 1 share previously held."
